JobName,WorkPlace,WorkKind,JobID,JobDescribe,JobRequire
[AI产品经理（智能成片方向）-剪映CapCut],北京,产品,A73518,"1、负责AI智能成片产品工作，与团队创新探索，0-1打造AI时代全新的视频创作工作流；
2、通过分析和挖掘用户在创作灵感、文案、素材、剪辑等全工作流的痛点，设计AI产品增益点，推进和算法、工程团队落地产品；
3、与运营团队配合，深入接触种子用户，持续验证产品和理解需求，快速迭代产品体验和效果；
4、负责关键模块的产品规划和落地节奏，包括设定用户指标、商业指标，长短期产品路径和产品优先级等。","1、本科以上学历，2年以上 AI 相关工作经验，对模型的应用落地趋势有良好的认知；
2、对AI内容创作有深厚的兴趣和敏感度，对AI方向保持积极探索；
3、自驱力强，拥有强烈的责任心和团队合作精神，能够主动思考；
4、学习能力强，沟通能力强，有用户同理心；
5、有大模型产品产品、C端产品经验、自媒体等视频创作经验者优先。"
[机器学习算法工程师],上海,研发,A141825,"1、基于生信团队产出的DNA甲基化水平信号，建立机器学习模型，判断受试者是否患有癌症，并给出具体的癌症类型；
2、在该场景下，一名受试者有至少万级别数量的DNA靶点，可产出甲基化水平信号；而受试者数量只有百级别，因此是特征数量远大于样本数量的小样本学习场景。候选人应具备小样本学习的实战经验，在样本受限的情况下，利用领域内知识或算法优化技巧，尽量提高模型的泛化性；
3、与生信团队配合，分析上游的信号处理过程。对信号处理过程提出优化建议，提高特征的质量；","1、计算机科学或相关专业硕士及以上学历；
2、至少3-5年机器学习经验，熟悉至少一种DeepLearning框架，如PyTorch、Tensorflow，熟悉至少一种机器学习框架，如Scikit-Learn；
3、有小样本学习的实战经验，对特征降维、领域自适应、迁移学习等技术有深入应用和理解；
4、顶级学术会议发表论文作者，算法和机器学习竞赛的获胜者，如ACM和Kaggle等优先。"
[全栈研发工程师-安全产品],北京,研发,A127893,"1、负责安全产品开发、设计及维护；
2、和产品经理、前端、后端及其他相关需求方密切配合，参与需求讨论、功能定义和设计、运维等工作；
3、参与工程建设与持续优化，包括但不限于架构优化、性能优化、质量建设、工程效率优化等领域；
4、深入业务，理解并合理抽象业务需求，转化成产品能力，提升产品价值，与业务团队紧密合作。","1、计算机、通信等相关专业出身，前端、后端出身均可，对全栈工作模式感兴趣的同学优先；
2、扎实的计算机基础知识，较强的逻辑理解能力和学习能力；
3、具备相关技术能力，熟悉 Golang / Python 及相应框架环境，了解 Mysql、Redis、消息队列等基本组件，或熟悉 HTML、CSS、JS，理解浏览器渲染机制，熟悉 React等大型前端框架，有较强学习意愿；
4、积极乐观，责任心强，工作认真细致，有良好的团队沟通和协作能力；
5、熟悉平台类产品全栈开发经验者优先。"
[广告算法工程师（Ranking）-抖音变现],北京,研发 - 算法,A182299,"1、参与抖音产品的广告全场景、全链路优化，包括召回/粗排/精排/混排各模块的整体优化，构建业界领先的下一代广告投放系统；
2、在超大规模在线深度学习框架下，结合前沿技术，持续优化 CTR/CVR/DeepCVR 模型精度，持续提升预估能力天花板；
3、在海量广告候选下，进行召回/粗排模型及链路优化，结合服务/素材等不同投放标的，不断优化链路漏斗效率；
4、参与混排/长期价值建模/人群转化渗透/用户体验等业务策略前沿探索，促进各端的全面提收；
5、深入原生/激励/新样式互动等特色业务场景，设计并落地模型、策略一体化方案，推进业务全面快速发展。","1、本科及以上学历，计算机、软件工程等相关专业，具备扎实的计算机基础；
2、具备优秀的编码能力，熟悉 C++/Python，拥有扎实的数据结构和算法功底；
3、熟悉大规模数据挖掘、机器学习、分布式计算中的一项或多项，有深度学习实战经验，有机器学习算法优化理论的研究经验；
4、具备优秀的分析、解决问题的能力，拥有良好的团队合作精神；
5、加分项：数据敏感度高，有策略/业务相关算法的优化经验，熟悉广告/推荐业务；
6、加分项：有国际顶级会议论文、有知名 GitHub 作品等公开成果、曾获 Kaggle/ACM 等算法比赛奖项等。"
[系统稳定性工程师],深圳,研发,A77083,"1、负责分析和发现头条、电商、搜索、视频架构等前台业务和中后台服务的稳定性与高可用的薄弱点，给出解决方案并参与方案开发；
2、负责系统性梳理系统容灾技术方案，推动和参与服务的容灾能力建设；
3、负责设计实施大规模线上压测、故障演练、预案演习，使系统能有效治理风险和快速故障应急。","1、本科及以上学历，计算机相关专业；
2、3年以上运维、监控、高可用保障等技术领域的经验，至少在一个领域有深入的理解；
3、热爱计算机科学和互联网技术，精通至少一门编程语言，包括但不仅限于：Go、Python、Java；
4、掌握扎实的计算机基础知识，深入理解数据结构、算法和操作系统知识；
5、有优秀的逻辑分析能力，能够对业务逻辑进行合理的抽象和拆分。"
[CRM产品运营经理-生活服务],上海,运营,A163084,"1、负责生活服务销售CRM系统的产品运营工作，包括业务洞察/需求挖掘/需求对接/推动上线/推广使用/价值探索等，对业务使用及心智培养负责；
2、完成产品能力的对业务的包装及宣传，不断提升目标用户的使用率、使用深度；
3、基于业务中短期重点，与各协作方共识产品需求优先级、排期、进度监控，对前置性风险具有判断力，最终制定并实现可复用的高效推进问题解决的机制；
4、业务及商家侧相关产品问题协同产研等各团队闭环处理。","1、本科及以上学历，3年以上CRM产品运营从业经验优先；
2、具备产品灵活性适配业务变化的经验者，善于寻求最优解决方案者优先；
3、对数据敏感，具有良好的逻辑思维和数据分析能力，善于利用数据分析和改善业务；
4、能高效执行，具备良好的协调推进和项目管理能力。"
[经营分析师（策略方向）-生活服务],上海,职能 / 支持 - 战略,A104855,"1、经营分析：独立完成常规经营分析和专项问题分析，定位业务问题、发现业务机会；
2、策略制定：深入理解业务，通过行业调研、数据分析等形式推导策略洞察，确定商家成长、流量运营方向；
3、方案设计：统筹商家资源使用，根据业务发展和策略方向制定激励方案，并协同多部门落地，驱动业绩目标达成。","1、本科及以上学历，5年以上战略研究、行业分析、经营分析经历；
2、具备本地生活业务或者餐饮行业经验优先；
3、逻辑清晰，数据分析能力强，能熟练应用各种数据处理和统计工具，包括但不限于Excel、SQL、SPSS、R，有较强的报告撰写能力；
4、沟通能力强，有责任心和执行力。"
[电销/社群运营-生活服务商家],北京,运营,A219365,"1、联动新商运营团队明确专项目标指标，结合上下游输入制定目标并拆解成日常运营的过程指标进行追踪确保目标达成；
2、结合各方输入制定新商引入与冷启转化成长策略，灵活运用电销/社群能力推进策略落地（外呼拨打策略、操作SOP、转化话术等）与迭代促进商家入驻与经营；
3、以本地生活行业经营知识与商家服务基础能力为输入，搭建电销/社群运营适配规模化交付团队的知识体系，促进自助新商引入与成长；
4、不断完善电销/社群人员画像与能力模型，与交付主管紧密合作，对职场转化能力与效率进行管控，协调质培资源为坐席赋能；
5、结合日常运营的痛点推进电销/社群工具产品能力建设，提高人员作业效率。","1、本科及以上学历，3年以上项目管理经验，有电销/社群运营相关经验优先；
2、逻辑性强，具有敏锐的洞察力和分析能力，以结果为导向，有较好的沟通协调能力和团队合作能力；
3、有较强的有项目统筹或管理经验者优先。"
[资产管理专员-北京],北京,职能 / 支持,A83531,"1、主导房产实物资产全生命周期的运营，具体包括但不限于新资产入库、利旧调拨、处置报废等，进行处置决策和资产分配，提升资产使用效率和在库资产周转率，审批相关流程确保账实相符度；
2、组织资产盘点工作，发现盘盈、盘亏和损毁等情况明确责任，输出盘点报告；
3、处理中国区实物资产管理流程中相关的运营问题，协调相关方以保障资产利旧的使用情况和满足职场运营需求；
4、按照财务制度规定，处理财务资产入库、报废、残值核对、盘点等相关财务固定资产管理工作；
5、对资产管理流程的落地进行周期性回顾和抽检，持续优化管理方式和流程；
6、完成上级交办的其他工作。","1、本科及以上学历，财务管理、资产管理、设施管理、工程管理专业优先；
2、熟练使用EXCEL，Word，Power Point等Office平台软件；
3、2年以上财务或行政管理工作相关经验；
4、逻辑思维清晰，反应敏捷、表达能力强、语言表达精准、善于归纳汇总，具备团队协同能力，有较强的沟通能力、具有亲和力；
5、对出差接受度高，抗压能力强；
6、具备千人以上大型互联网公司资产管理任职经验及在线协同office软件工具使用经验者优先；
7、具备良好的英文读写能力，较好的沟通表达能力。"
[服务商渠道经理（北）-NKA],北京,销售,A173747,"1、负责抖音生活服务服务商的日常管理，包括但不限于准入、考核、清退、风控等，保障服务商日常运营，推动达成业绩目标；
2、为服务商制定合理的生活服务行业商家运营方案，提供活动、团单设计与运营支持，维护良好合作关系，做好交易额提升优化；
3、持续研究抖音生活服务行业经营策略，分析服务指标，明确服务商能力现状，制定提升方向并定期复盘，沉淀输出经营方法论；
4、分析服务商团队架构、经营人效等，根据业务发展规划，给予合理意见，组织并实施服务商团队技能培训和赋能，提升服务商团队作战力；
5、充分了解市场现状，整合、协调内外部资源，推动整体策略方案输出落地。","1、本科及以上学历，3年及以上渠道或代理商、服务商经营行业经验优先；
2、具备较强的语言沟通能力、项目统筹能力和跨团队协作能力；
3、具备较强的责任心、进取心和承压能力，人品正直，具有开拓精神，接受全国出差。"
[生活服务-商家BD-济宁],济宁,销售,A200799,"1、负责餐饮/到店综合业务商圈开拓，与商户进行洽谈合作与签约，跟进上线流程；
2、整合商圈资源，为商户提供整合营销方案； 
3、根据商户需求制定合理的运营方案，提供促销活动、团单设计与运营支持，通过短视频及内容营销进行抖音平台分发，维护客情关系，做好交易额提升优化； 
4、及时处理商户及用户问题与投诉，跟进问题解决，提高商家和消费者满意度； 
5、持续研究相关行业在抖音上的推广策略，定期开展商户赋能培训； 
6、定期复盘商户抖音企业号运营效果，输出内容营销优化建议。","1、本科及以上学历；
2、2年及以上相关工作经验，具备本地生活服务类或O2O平台的经验优先；
3、具备较强的销售能力、客情维护能力、谈判能力、问题解决能力；
4、有短视频内容营销经验为加分项；
5、具备较强的学习能力和抗压能力，有要性，思维敏捷，具备良好的应变能力。"
[大数据SRE工程师-抖音电商],杭州,研发 - 运维,A221651A,"1、保障电商大数据集群的稳定性和可靠性；
2、进行故障发现、定位、止损能力建设，提升服务异常恢复速度；
3、深入理解电商业务，系统性地进行大数据相关性能优化和风险治理；
4、深入了解电商业务的架构设计，和研发同学一起进行相关架构设计和优化；
5、主导电商大数据组件的资源管理和优化。","1、熟悉大数据生态，不限于Elasticsearch/Hadoop/Hbase/Kafka/Flink/Spark等开源项目，拥有大规模运维经验；
2、熟悉集群高可用性和容灾方案，具备一定集群性能调优、容量规划和trouble shooting能力；
3、熟练掌握主流大数据的体系架构，能够进行合理的组件选型和设计；
4、具有良好的客户服务意识，良好的沟通协作和推动能力，富有团队合作精神；
5、3年以上互联网运维工作经验，有电商相关业务背景加分。"
[高级销售经理（大消费&新零售）-火山引擎],北京,销售 - 销售,A110167,"1、负责拓展抖音核心生态服务商与火山引擎合作，整合抖音和服务商资源，促成公共云/大数据/AI等业务深度合作；
2、负责拓展消费零售行业核心品牌客户的公共云/大数据/AI合作机会；
3、对公共云产品销售收入、份额占比、客户覆盖数等指标负责，完成标杆客户打造等战略合作目标。","1、具有3年以上公共云/AI/大数据等产品方案销售经验。拥有头部品牌客户或合作伙伴，年度千万元以上公共云项目控盘和实施经验；
2、具备消费零售行业头部品牌客户和核心服务商资源。掌握头部客户及服务商发展动态和需求，能敏锐发现商机；
3、勤奋、坦诚、清晰、责任心，善于思考总结和整合资源，乐于协作和分享经验。"
[大客户销售-游玩（江苏）],南京,销售 - 销售,A71814A,"1、商务谈判：主要负责景区在抖音生活服务的各项商务事宜，包括商务谈判，商品采购，方案拟定、预算采购，商家抖音运营培训等，确保商家在抖音的长效经营，提升抖音生活服务份额占比；
2、商家运营：与商家保持深度合作关系，协助商家组合区域内线路和产品，确保商家产品供应，协助商家抖音经营，进行抖音架构搭建、培训，确保商家开启抖音经营，达成既定的销售指标，包括但不限于销售额，核销和客户满意度；
3、整合营销：整合内外部资源等多方资源，协调服务商、达人、商家等多，确保项目落地执行，包括大促、数据协同、品牌门店赋能等增值服务方案等；
4、充分结合平台优势及商户行业特性，进行线上定制化的解决方案设计，创新行业玩法，打造经典案例，提升线上化率及行业内市场占比，带动行业长远发展。","1、要求具备NKA景区资源或区域内相关资源，清晰所负责区域内景区市场和需求，具备迅速拿结果的能力，能带动区域内新玩法；
2、对抖音玩法有热情和兴趣，认可平台作业模式，对行业竞争现状以及增长机会点有一定的理解和认知 ；
3、具备顾问式的营销能力，能够针对客户的需求提供落地可行的解决方案；
4、具备良好的逻辑能力、沟通表达能力及总结能力，有较强的沟通谈判以及口笔表达交流的技巧；
5、能适应工作压力，接受出差，主动学习，敢于面对挑战，自我驱动性高，目标感强。"
[赋能产品运营],北京,运营,A236203,"1、对互联网广告行业有基本的了解，熟悉商业化变现，与商务、产品团队合作，深度理解产品，制定合理的GTM策略，加速产品在各行业的覆盖和渗透；
2、通过挖掘开发者痛点和需求，有效转化为产品需求，并结合运营分析和问题收集，制定产品优化方向，驱动产品、策略迭代优化，并推动执行落地；
3、关注市场和竞品动态，分析挖掘机会，制定应对策略，理解开发者成长诉求，基于市场反馈，探索新的业务模式和增长点；
4、具有敏锐的商业判断与站在用户角度思考的能力，保证用户体验的同时实现更强的变现能力。","1、本科及以上学历，2年以上从业经验，熟悉效果广告，有商业产品运营、产品策划经验者优先；
2、具备数据分析能力、逻辑性强，能根据数据分析指导业务发展方向，熟练使用Excel，会SQL是加分项；
3、独立思考，自我驱动，责任心强，抗压能力强，具有良好的沟通表达力、敏锐的业务理解力、良好的分析判断力。"
[生活服务-商家BD-青岛],青岛,销售,A91098,"1、负责生活服务业务商圈开拓，与商户进行洽谈合作与签约，跟进上线流程；
2、整合商圈资源，为商户提供整合营销方案； 
3、根据商户需求制定合理的运营方案，提供促销活动、团单设计与运营支持，通过短视频及内容营销进行抖音平台分发，维护客情关系，做好交易额提升优化； 
4、及时处理商户及用户问题与投诉，跟进问题解决，提高商家和消费者满意度； 
5、持续研究相关行业在抖音上的推广策略，定期开展商户赋能培训； 
6、定期复盘商户抖音企业号运营效果，输出内容营销优化建议。","1、本科及以上学历；
2、1-3年销售经验，销冠或者创业经验优先；
3、具备较强的销售能力、客情维护能力、谈判能力、问题解决能力；
4、有短视频内容营销经验为加分项；
5、具备较强的学习能力和抗压能力，有要性，思维敏捷，具备良好的应变能力。"
[数据分析（费用管理与流程管理方向）],北京,职能 / 支持,A180445,"1、承接财务共享中心各部门的运营指标以及SLA的监控以及分析需求，辅助日常运营管理提升；
2、主动基于相关数据产出专项分析报告（例如差旅成本分析、审批流程效率等方向），支持集团财务相关制度的管理与修订决策；
3、通过数据分析，主动诊断及发现集团成本支出，现金管理等相关问题，并给出优化建议，赋能集团成本控制；
4、负责相关报告、数据分析的产品化，为集团各级部门提供费用与成本管理的监控、分析工具。","1、本科及以上学历，3-5年工作经验，能够根据业务流程或业务需求快速搭指标体系并深度分析；
2、能够熟练使用SQL等工具独立进行日常数据分析；
3、有较好的跨团队、部门沟通协调能力；
4、有财务共享中心实施及咨询规划经验，或集团财务信息系统管理及运营经验，或大型集团共享中心精益运营管理经验优先；
5、能够使用英语作为工作语言。"
[商家端产品经理-生活服务],北京,产品 - 产品经理,A213638A,"1、负责抖音生活服务商家端，能通过实地体验、商家访谈等方式，理解生活服务不同类型商家的经营模式和诉求，建设商家经营阵地；
2、持续优化商家端框架，搭建配置化平台，提升商家端的用户体验，降低商家端版本管理成本；
3、进行商家调研、行业调研、数据分析，通过调研分析，持续优化产品设计；
4、协调内外部合作资源，推动项目按时保质上线，及时进行项目复盘推动产品持续迭代。","1、本科及以上学历，5年以上产品经验，能够很好理解生活服务商家用户的特征，有生活服务商家端的产品经验者优先；
2、具有较好的抽象能力和逻辑能力，数据驱动，善于从数据中挖掘增长点并进行策略制定和落地；
3、对用户体验和工具设计有高敏感度，对产品体验细节，如交互，视觉等具备良好的感觉和实战经验；
4、热爱生活服务行业，对新型生活服务互联网商业模式有思考和兴趣，具备抗压能力，不设边界，结果导向。"
[懂车帝媒体产品设计- AI方向],北京,设计 - 交互设计,A140899,"1、负责字节跳动垂直业务-懂车帝的AI方向的产品设计工作，从设计策略到设计执行的全流程工作；
2、参与到项目前期规划中，与产品一起构思功能和体验，为业务提供优质的产品设计解决方案；
3、熟悉AI，有负责或参与AI相关设计项目经验，对AI给业务带来的价值有思考；
4、对产品功能点的数据变化与业务核心发力点有极高的敏感度，灵活调整设计视角与工作方式；
5、洞察和分析设计流行趋势，分析和发现目标用户动机和需求，设计方案高效产出、高效落地、及时复盘沉淀。","1、本科及以上学历，设计类相关专业，3年以上的互联网C端设计经验，汽车垂类、AI等相关产品设计经验优先；
2、有足够的敏感度，找到并抓住业务、用户痛点，需求对接过程中快速理解、有思考，能够独立完成设计落地方案并验证复盘；
3、重视细节，具备良好的产品思维和用户同理心，能够参与用户研究、交互设计、设计原型开发等工作中去；
4、良好的适应能力和承压能力，能够快熟融入团队，能够做好专项或业务需求的组织、沟通、协作、产出、推动等相关工作内容。"
[抖音平台产品经理-图文],北京,产品,A66637,"1、负责运营后台方向的规划及相关产品工作，通过建设和优化运营后台，持续提升业务的运转效率；
2、结合运营工作流，挖掘作者运营/内容运营过程中的痛点，构建配套平台产品能力进行牵引/提效；
3、结合业务核心目标，给运营提供产品及工具支撑，帮助运营达成业务目标；
4、对平台内作者及内容进行数据分析，形成落地策略，为运营提供策略支持；
5、与运营、开发、测试、设计等团队紧密合作，以产品视角驱动业务增长，组织协调各方资源以推进目标达成。","1、3年及以上产品工作经验，有中后台产品经验优先；
2、具有极强逻辑思维能力和抽象能力，独立思考并善于创造性解决问题；
3、对内容业务有思考，能够对业务场景进行梳理与抽象，识别核心问题，产出解决方案并执行落地；
4、有强烈的自我驱动感，具备良好的抗压能力，能适应快节奏的工作。"
[达人经营分析经理-生活服务],上海,运营,A124560A,"1、深入理解餐饮达人业务，将动作和结果抽象为可量化的指标体系，搭建经营分析体系，系统地建立预测、监控、分析模型；
2、独立进行业务问题分析和研究，包括达人规模，行业、区域、商户、商品等模块的专题分析并推进专题分析在业务中的落地；
3、主动诊断及发现业务问题，科学的方法和分析输出业务策略，同时能基于复杂的业务问题进行数据挖掘和模型探索，沉淀业务分析思路，产出对业务和产品有价值的方案和建议；
4、与业务、产品和其他分析团队沟通协作，推动业务目标达成，并定期迭代策略。","1、本科及以上学历，互联网相关分析工作3年以上工作经验；
2、有数据敏感度，对数据阈值、数据关联性有判断，能从数据中找到核心结果；
3、能够独立研究项目和产出分析文档，逻辑清晰，文档简洁；
4、有过生活服务/直播电商/互联网商家运营等领域的经营分析经验的优先。"
[AI特效效果策划-剪映CapCut],深圳,运营,A38971,"1、负责剪映国内/海外AI素材生成模块的效果内容策划，负责相关AI需求立项、算法统筹跟进、能力上线；
2、负责调研、跟进图像相关技术趋势，协同产品定位AI新能力在业务内的落地应用，负责AI模型训练、效果打磨、上线推广、项目效果复盘的全流程跟进，对视频编辑器中AI视觉生成能力的先进性、效果潮流度、用户满意度等目标负责；
3、搭建AI模型生成质量评估相关标准，包含定义模型目标效果、算法模型的阶段效果的评估体系、用户指标体系等；提升AI模型生成质量、模型迭代效率、用户转化效率。","1、本科及以上学历，3年以上工作经验，设计相关学历&背景优先，有素材/特效/影像类相关经验者优先，有设计经验及良好的审美判断力；
2、熟悉国内外社交软件，有良好的潮流感知度和内容洞察力；
3、对AI领域的动态/新技术深入研究，熟悉各类工具及插件的应用，有较高的职业热情；
4、热爱视频剪辑，熟悉视频编辑流程和各类型效果插件，剪辑类深度用户优先。"
[AI产品经理],深圳,产品,A17243,"1、负责飞书 AI 相关的产品规划和设计，结合用户需求与 AI 技术制定创新方案；
2、推动 AI 技术在飞书各业务场景和功能模块中的实际应用，提升产品竞争力；
3、深入调研、抽象用户需求，分析数据，并与研发、设计团队紧密合作确保高品质产品落地；
4、主导 AI 和机器学习应用场景的研究和规划；
5、综合评估产品效果，持续关注用户反馈，行业进展，并基于反馈进行产品迭代。","1、对 AIGC、大语言模型技术与应用充满热情，对 AI 产品有技术上的理解能力；
2、具备清晰的业务逻辑、产品判断及跨团队协作能力；
3、注重用户体验，有出色的审美和交互设计能力；
4、系统化思考，有对行业的深入洞察，优秀的决策能力；
5、富有创业精神，勇于创新，有平台产品经理经验或 AI 应用产品经验优先。"
[多模态算法工程师/专家],北京,研发 - 计算机视觉,A148944,"1、分析业务需求，针对海量内容的重复/相似检测，提供视觉比对，表达学习，大规模索引等解决方案；
2、参与抖音、今日头条等产品中机器学习算法应用与优化，将视觉检索以及视频理解能力落地在推荐与广告中；
3、探索计算机多模态前沿技术，负责整体算法和系统的迭代和进化；
4、和工程团队密切配合，探索新算力架构下的新算法。","1、在多媒体和计算机视觉某个领域有较深入的研究，包括但不限于图像/视频/音频特征提取、分类识别、Re-Identification、无监督/自监督学习、压缩量化、近邻检索等；
2、熟悉至少一种主流深度学习编程框架（TensorFlow/PyTorch）；
3、熟悉深度学习算法（CNN/RNN/LSTM/RL/推荐广告的大规模Sparse&Dense模型等）；
4、具有独立解决问题的能力，良好的团队合作意识和沟通能力；
5、自驱力强，愿意接受挑战，充满想法。

加分项：
1、熟悉大规模数据场景的算法设计；
2、在多模态、推荐、广告方面有过实际的项目经验。"
[业务架构师专家-数据平台],杭州,产品 - 数据分析,A228181,"1、团队定位于字节跳动数据中台，基于数字化转型理念，为企业客户提供数字化营销解决方案，并组织项目业务调研、需求分析，进行项目业务蓝图设计和汇报； 
2、在项目过程中，业务架构师需要担任和客户进行业务沟通的主要桥梁，理解客户需求、梳理客户场景； 
3、作为数据产品侧在项目交付过程中的协同负责人，与项目经理、交付团队、生态伙伴和产研产解等相关团队合作，负责业务蓝图的落地，共同保障项目的顺利交付和验收。","1、对零售、汽车、通用等行业有较深的行业理解和项目交付实践经历，对数字化营销有个人的沉淀和理解； 
2、具备优秀的业务蓝图设计和汇报能力，能有效管理和引导客户需求、维护良好的客户关系； 
3、对数据产品有较好的理解，尤其是CDP、MA、CRM、SCRM、UBA等常见的数据营销工具； 
4、具备良好的沟通协作能力，和解决问题的能力。"
[国际电商-英国商家招募],上海,运营,A244824,"1、招募符合要求的商家，主动挖掘商家线索，对接商家沟通合适选品，进行招商合作入驻；
2、开发并管理相应的服务商，共同完成定向商家建联招募目标，能够审查和监控合作伙伴的指标，以便为他们提供发展业务的咨询建议；
3、支持各种类型的卖家以实现积极的增长，帮助商家分析流量和相关销售数据，找出机会点；
4、负责电商平台的类目招商，包括招商目标和标准制定、服务商管理、商机拓展、沟通谈判、签约入驻的全流程；
5、负责在一个高速发展并竞争激烈的环境中积极进取、创新方法以实现业务目标；
6、协同跨部门合作，完成项目对接以及流程优化工作。","1、本科以上学历，专业不限；
2、3年以上招商、销售或市场经验，具有电商平台商家招募经验者优先，熟悉服务商生态者优先；
3、熟悉电商卖家的业务模式，理解如何吸引和调动卖家；
4、沟通能力好，具备大型会议宣讲能力，英语无障碍沟通，接受外派/海外出差；
5、具有良好的团队合作精神和抗压能力。"
[交付管理],合肥,运营,A105162,"1、负责部门承接的内容质量类业务的供应商交付管理，联动商务、结算、内控、数分等各方保障供应商月度、年度交付目标的达成；
2、深入理解业务特性，及组织阶段性目标，能辅助制定职场建设或业务迁移目标；
3、数据驱动，通过数据分析发现及预警交付过程中的风险及隐患，提前实行干预；
4、产品驱动，挖掘产品优化需求，能针对内容质量平台、内容质量标准、运营流程等提出有效的产品化解决方案，并推动问题解决。","1、本科及以上学历，具有丰富的供应商管理及业务管理相关工作经验；
2、对业务风险保持敏锐度，有业务运营分析或数据分析推动业务优化的经验；
3、具备良好的跨团队沟通、协作能力，能独立完成项目的推动；
4、具备良好的抗压能力，能适应较高强度的差旅要求。"
[高级服务质量运营专家-抖音电商],上海,运营,A201598,"1、对质检合格率、催单率和反弹率等质量和体验指标负责，驱动服务质量和用户体验优化提升；
2、通过对场景、品类等多维度的数据，以及badcase进行分析，找出质量和体验提升的机会点；
3、协同交付、流程和产品团队，不断提升人工服务、智能服务、流程策略和产品工具的能力，达到驱动质量和体验的目的；
4、负责BPO职场质检团队的日常对接和运营管理。","1、5年以上电商行业工作经验或客服中心质检岗位工作经验，本科学历优先；
2、熟悉电商行业和客服中心的业务逻辑，有服务运营相关的实战经验或成功案例；
3、熟练运用Office等办公软件，具备较好的逻辑思维能力、数据分析能力、沟通协调能力、洞察力和推动力；
4、具备较好的项目管理能力。"
[评价生态运营经理（影响力方向）-生活服务],成都,运营 - 产品运营,A09481,"1、负责评价价值影响力放大，通过对商户的宣导和教育来提升商户重视程度，牵引商户积累评价；
2、负责定期评估用户和商户侧在评价场景的满意度水平，通过定向走访和行业对比视角输出体验改善报告；
3、负责对商户的促评任务，通过不同的激励手段沉淀商户牵引的有效办法，建立商户评价成长体系。","1、本科及以上学历，具有3年及以上互联网产品经验，熟悉评价、晒单类产品； 
2、善于观察和总结，对数据敏感，善于发现和挖掘数据价值； 
3、有严密的逻辑思维能力，出色沟通表达能力，注重过程和结果；
4、深刻理解产品成败的关键，能清晰定义问题、寻求多种解决方案； 
5、具有出色的目标拆分及一定的抗压能力，能够保持高效的执行力及工作节奏。"
[生活服务-BDM（广州三区）],广州,市场 - 商务拓展BD,A71111,"1、根据业务规划和目标，拆解BD团队任务，制定商户开发运营策略及计划；
2、定期收集分析行业、商圈及竞对情况，为业务决策提供信息和数据支持；
3、 研究平台账号、竞品流行趋势，探索并输出营销策略和内容玩法，打通流程；
4、整合、协调内外部资源，对内协调与视觉等跨部门协作，对外整合商圈、地域与公司资源，推动整体营销解决方案输出；
5、陪访客户，建立并维护头部客户关系，打通客户职业圈；
6、通过组织演练、早启动晚复盘、陪访监督和账户数据分析等，管控过程指标，确保销售目标达成；
7、组建高质量的BD团队，对团队梯队搭建、人才培养、人员管理负责。","1、专科及以上学历；
2、2-3年相关业务团队管理经验，具备O2O/BD/本地生活商户运营管理经验的优先，具备新开城经验者优先；
3、具备商圈开拓经验或客户资源积累的优先，如有商超、头部餐饮资源等；
4、具备新媒体/自媒体运营管理经验，或有短视频内容营销管理经验者优先；
5、具备优秀的目标管理能力、团队管理能力；
6、工作富有激情，人际沟通能力强，思维敏捷，能拿结果，擅长打造有执行力的团队。"
[资深大模型应用研发工程师-抖音电商C端],杭州,研发 - 后端,A28825,"1、研究和应用大模型技术，面向电商智能导购、数字人技术等方向，打造服务亿级用户的AI明星产品；
2、结合 LLM 等前沿领域，探索、设计并实现 AI-Native 的数据基建和应用架构，推动团队在AI领域的创新和发展；
3、与产品经理、数据工程师和底座中台研发等角色紧密合作，理解业务需求，制定技术方案，并推动项目的落地和优化；
4、跟进行业最新的AI技术趋势，不断探索和尝试新的技术应用，为电商C端业务带来更多的创新和突破。","1、本科及以上学历，计算机科学、软件工程、人工智能或相关专业；
2、具备丰富的服务端开发领域经验，架构能力优秀，具备大规模系统设计和开发经验；
3、熟练使用Go、C++等编程语言，熟悉主流框架和设计模式技术，熟悉Python、TensorFlow、PyTorch等常用AI开发工具和框架；
4、有强烈的学习欲望，对新技术抱有足够热情和好奇心，热爱AI技术；
5、对大模型相关技术（llama、gpt、chatglm、langchain、autogen、code interpreter等）有finetuning、应用或落地实践优先；
6、在大规模机器学习和深度学习领域（如强化学习、Reward Model等）有实践经验，或有搜索、推荐、NLP算法工程经验优先。"
[后端开发工程师-国际化短视频（本地生活治理方向）],北京,研发,A38666,"1、负责国际化本地生活治理相关后端研发工作，完成各个系统的架构设计和开发工作，支撑业务快速迭代；
2、对不同周期和紧急程度的产品需求进行合理拆解实现；
3、进行相关产品的技术文档编写，方案设计；
4、深入理解生活服务业务，挖掘业务痛点并在系统内落地。","1、熟悉Java/golang/Python/C++等至少一门语言，Java、Golang经验者优先；
2、熟悉常用的互联网技术，包括但不限于Linux系统及原理、MySQL、RPC、MQ、缓存技术、微服务架构等；
3、具有良好的编码和文档习惯，注重代码风格，熟悉基础设计模式和原则，能持续的关注和优化自己做的项目；
4、积极乐观，责任心强，具备良好的服务意识及沟通协作能力。"
